Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Hombres;10 Comunitat Valenciana;25 y más años;2023T4;61,25
Hombres;10 Comunitat Valenciana;25 y más años;2023T3;62,00
Hombres;10 Comunitat Valenciana;25 y más años;2023T2;60,73
Hombres;10 Comunitat Valenciana;25 y más años;2023T1;60,72
Hombres;10 Comunitat Valenciana;25 y más años;2022T4;61,33
Hombres;10 Comunitat Valenciana;25 y más años;2022T3;61,14
Hombres;10 Comunitat Valenciana;25 y más años;2022T2;60,39
Hombres;10 Comunitat Valenciana;25 y más años;2022T1;60,42
Hombres;10 Comunitat Valenciana;25 y más años;2021T4;59,69
Hombres;10 Comunitat Valenciana;25 y más años;2021T3;58,44
Hombres;10 Comunitat Valenciana;25 y más años;2021T2;58,19
Hombres;10 Comunitat Valenciana;25 y más años;2021T1;56,55
Hombres;10 Comunitat Valenciana;25 y más años;2020T4;57,49
Hombres;10 Comunitat Valenciana;25 y más años;2020T3;58,03
Hombres;10 Comunitat Valenciana;25 y más años;2020T2;56,52
Hombres;10 Comunitat Valenciana;25 y más años;2020T1;59,18
Hombres;10 Comunitat Valenciana;25 y más años;2019T4;60,12
Hombres;10 Comunitat Valenciana;25 y más años;2019T3;60,48
Hombres;10 Comunitat Valenciana;25 y más años;2019T2;60,85
Hombres;10 Comunitat Valenciana;25 y más años;2019T1;60,31
Hombres;10 Comunitat Valenciana;25 y más años;2018T4;60,23
Hombres;10 Comunitat Valenciana;25 y más años;2018T3;59,90
Hombres;10 Comunitat Valenciana;25 y más años;2018T2;59,47
Hombres;10 Comunitat Valenciana;25 y más años;2018T1;58,16
Hombres;10 Comunitat Valenciana;25 y más años;2017T4;59,22
Hombres;10 Comunitat Valenciana;25 y más años;2017T3;58,59
Hombres;10 Comunitat Valenciana;25 y más años;2017T2;58,35
Hombres;10 Comunitat Valenciana;25 y más años;2017T1;56,56
Hombres;10 Comunitat Valenciana;25 y más años;2016T4;57,00
Hombres;10 Comunitat Valenciana;25 y más años;2016T3;56,63
Hombres;10 Comunitat Valenciana;25 y más años;2016T2;56,21
Hombres;10 Comunitat Valenciana;25 y más años;2016T1;55,44
Hombres;11 Extremadura;Total;2025T3;53,85
Hombres;11 Extremadura;Total;2025T2;52,94
Hombres;11 Extremadura;Total;2025T1;49,80
Hombres;11 Extremadura;Total;2024T4;52,53
Hombres;11 Extremadura;Total;2024T3;53,64
Hombres;11 Extremadura;Total;2024T2;52,01
Hombres;11 Extremadura;Total;2024T1;50,60
Hombres;11 Extremadura;Total;2023T4;52,45
Hombres;11 Extremadura;Total;2023T3;53,86
Hombres;11 Extremadura;Total;2023T2;53,67
Hombres;11 Extremadura;Total;2023T1;51,60
Hombres;11 Extremadura;Total;2022T4;52,02
Hombres;11 Extremadura;Total;2022T3;53,94
Hombres;11 Extremadura;Total;2022T2;52,48
Hombres;11 Extremadura;Total;2022T1;50,88
Hombres;11 Extremadura;Total;2021T4;51,31
Hombres;11 Extremadura;Total;2021T3;53,79
Hombres;11 Extremadura;Total;2021T2;52,12
Hombres;11 Extremadura;Total;2021T1;47,79
Hombres;11 Extremadura;Total;2020T4;49,49
Hombres;11 Extremadura;Total;2020T3;50,66
Hombres;11 Extremadura;Total;2020T2;47,88
Hombres;11 Extremadura;Total;2020T1;48,54
Hombres;11 Extremadura;Total;2019T4;50,17
Hombres;11 Extremadura;Total;2019T3;52,87
Hombres;11 Extremadura;Total;2019T2;52,94
Hombres;11 Extremadura;Total;2019T1;52,41
Hombres;11 Extremadura;Total;2018T4;50,61
Hombres;11 Extremadura;Total;2018T3;51,47
Hombres;11 Extremadura;Total;2018T2;50,62
Hombres;11 Extremadura;Total;2018T1;49,21
Hombres;11 Extremadura;Total;2017T4;48,97
Hombres;11 Extremadura;Total;2017T3;47,76
Hombres;11 Extremadura;Total;2017T2;48,41
Hombres;11 Extremadura;Total;2017T1;46,49
Hombres;11 Extremadura;Total;2016T4;47,19
Hombres;11 Extremadura;Total;2016T3;48,90
Hombres;11 Extremadura;Total;2016T2;47,43
Hombres;11 Extremadura;Total;2016T1;47,79
Hombres;11 Extremadura;Menores de 25 años;2025T3;31,17
Hombres;11 Extremadura;Menores de 25 años;2025T2;26,33
Hombres;11 Extremadura;Menores de 25 años;2025T1;19,90
Hombres;11 Extremadura;Menores de 25 años;2024T4;24,72
Hombres;11 Extremadura;Menores de 25 años;2024T3;23,72
Hombres;11 Extremadura;Menores de 25 años;2024T2;18,51
Hombres;11 Extremadura;Menores de 25 años;2024T1;16,83
Hombres;11 Extremadura;Menores de 25 años;2023T4;22,87
Hombres;11 Extremadura;Menores de 25 años;2023T3;28,19
Hombres;11 Extremadura;Menores de 25 años;2023T2;21,62
Hombres;11 Extremadura;Menores de 25 años;2023T1;19,16
Hombres;11 Extremadura;Menores de 25 años;2022T4;20,15
Hombres;11 Extremadura;Menores de 25 años;2022T3;27,28
Hombres;11 Extremadura;Menores de 25 años;2022T2;18,91
Hombres;11 Extremadura;Menores de 25 años;2022T1;17,45
Hombres;11 Extremadura;Menores de 25 años;2021T4;16,62
Hombres;11 Extremadura;Menores de 25 años;2021T3;25,61
Hombres;11 Extremadura;Menores de 25 años;2021T2;22,68
Hombres;11 Extremadura;Menores de 25 años;2021T1;14,63
Hombres;11 Extremadura;Menores de 25 años;2020T4;19,86
Hombres;11 Extremadura;Menores de 25 años;2020T3;23,36
Hombres;11 Extremadura;Menores de 25 años;2020T2;17,19
Hombres;11 Extremadura;Menores de 25 años;2020T1;21,65
Hombres;11 Extremadura;Menores de 25 años;2019T4;23,63
Hombres;11 Extremadura;Menores de 25 años;2019T3;29,44
Hombres;11 Extremadura;Menores de 25 años;2019T2;23,64
Hombres;11 Extremadura;Menores de 25 años;2019T1;20,83
Hombres;11 Extremadura;Menores de 25 años;2018T4;17,77
Hombres;11 Extremadura;Menores de 25 años;2018T3;24,01
Hombres;11 Extremadura;Menores de 25 años;2018T2;22,86
Hombres;11 Extremadura;Menores de 25 años;2018T1;20,30
Hombres;11 Extremadura;Menores de 25 años;2017T4;19,45
Hombres;11 Extremadura;Menores de 25 años;2017T3;22,87
Hombres;11 Extremadura;Menores de 25 años;2017T2;20,05
Hombres;11 Extremadura;Menores de 25 años;2017T1;19,22
Hombres;11 Extremadura;Menores de 25 años;2016T4;17,51
Hombres;11 Extremadura;Menores de 25 años;2016T3;20,96
Hombres;11 Extremadura;Menores de 25 años;2016T2;19,54
Hombres;11 Extremadura;Menores de 25 años;2016T1;22,04
Hombres;11 Extremadura;25 y más años;2025T3;56,77
Hombres;11 Extremadura;25 y más años;2025T2;56,35
Hombres;11 Extremadura;25 y más años;2025T1;53,75
Hombres;11 Extremadura;25 y más años;2024T4;56,06
Hombres;11 Extremadura;25 y más años;2024T3;57,38
Hombres;11 Extremadura;25 y más años;2024T2;56,04
Hombres;11 Extremadura;25 y más años;2024T1;54,80
Hombres;11 Extremadura;25 y más años;2023T4;56,11
Hombres;11 Extremadura;25 y más años;2023T3;56,95
Hombres;11 Extremadura;25 y más años;2023T2;57,63
Hombres;11 Extremadura;25 y más años;2023T1;55,68
Hombres;11 Extremadura;25 y más años;2022T4;55,89
Hombres;11 Extremadura;25 y más años;2022T3;57,20
Hombres;11 Extremadura;25 y más años;2022T2;56,71
Hombres;11 Extremadura;25 y más años;2022T1;54,99
Hombres;11 Extremadura;25 y más años;2021T4;55,59
Hombres;11 Extremadura;25 y más años;2021T3;57,33
Hombres;11 Extremadura;25 y más años;2021T2;55,89
Hombres;11 Extremadura;25 y más años;2021T1;52,09
Hombres;11 Extremadura;25 y más años;2020T4;53,25
Hombres;11 Extremadura;25 y más años;2020T3;54,13
Hombres;11 Extremadura;25 y más años;2020T2;51,79
Hombres;11 Extremadura;25 y más años;2020T1;51,96
Hombres;11 Extremadura;25 y más años;2019T4;53,56
Hombres;11 Extremadura;25 y más años;2019T3;55,87
Hombres;11 Extremadura;25 y más años;2019T2;56,69
Hombres;11 Extremadura;25 y más años;2019T1;56,45
Hombres;11 Extremadura;25 y más años;2018T4;54,83
Hombres;11 Extremadura;25 y más años;2018T3;55,00
Hombres;11 Extremadura;25 y más años;2018T2;54,21
Hombres;11 Extremadura;25 y más años;2018T1;52,96
Hombres;11 Extremadura;25 y más años;2017T4;52,82
Hombres;11 Extremadura;25 y más años;2017T3;51,01
Hombres;11 Extremadura;25 y más años;2017T2;52,13
Hombres;11 Extremadura;25 y más años;2017T1;50,08
Hombres;11 Extremadura;25 y más años;2016T4;51,12
Hombres;11 Extremadura;25 y más años;2016T3;52,63
Hombres;11 Extremadura;25 y más años;2016T2;51,17
Hombres;11 Extremadura;25 y más años;2016T1;51,26
Hombres;12 Galicia;Total;2025T3;52,67
Hombres;12 Galicia;Total;2025T2;51,79
Hombres;12 Galicia;Total;2025T1;51,60
Hombres;12 Galicia;Total;2024T4;52,45
Hombres;12 Galicia;Total;2024T3;52,78
Hombres;12 Galicia;Total;2024T2;52,35
Hombres;12 Galicia;Total;2024T1;51,70
Hombres;12 Galicia;Total;2023T4;52,27
Hombres;12 Galicia;Total;2023T3;53,01
Hombres;12 Galicia;Total;2023T2;52,09
Hombres;12 Galicia;Total;2023T1;50,91
Hombres;12 Galicia;Total;2022T4;50,65
Hombres;12 Galicia;Total;2022T3;51,68
Hombres;12 Galicia;Total;2022T2;51,31
Hombres;12 Galicia;Total;2022T1;51,36
Hombres;12 Galicia;Total;2021T4;51,43
Hombres;12 Galicia;Total;2021T3;52,64
Hombres;12 Galicia;Total;2021T2;50,66
Hombres;12 Galicia;Total;2021T1;49,89
Hombres;12 Galicia;Total;2020T4;51,07
Hombres;12 Galicia;Total;2020T3;51,58
Hombres;12 Galicia;Total;2020T2;49,44
Hombres;12 Galicia;Total;2020T1;51,42
Hombres;12 Galicia;Total;2019T4;51,65
Hombres;12 Galicia;Total;2019T3;52,31
Hombres;12 Galicia;Total;2019T2;51,42
Hombres;12 Galicia;Total;2019T1;50,20
Hombres;12 Galicia;Total;2018T4;50,91
Hombres;12 Galicia;Total;2018T3;51,50
Hombres;12 Galicia;Total;2018T2;50,10
Hombres;12 Galicia;Total;2018T1;49,09
Hombres;12 Galicia;Total;2017T4;49,36
Hombres;12 Galicia;Total;2017T3;50,41
Hombres;12 Galicia;Total;2017T2;49,03
Hombres;12 Galicia;Total;2017T1;47,97
Hombres;12 Galicia;Total;2016T4;49,27
Hombres;12 Galicia;Total;2016T3;49,77
Hombres;12 Galicia;Total;2016T2;48,54
Hombres;12 Galicia;Total;2016T1;47,64
Hombres;12 Galicia;Menores de 25 años;2025T3;26,88
Hombres;12 Galicia;Menores de 25 años;2025T2;23,41
Hombres;12 Galicia;Menores de 25 años;2025T1;23,17
Hombres;12 Galicia;Menores de 25 años;2024T4;26,17
Hombres;12 Galicia;Menores de 25 años;2024T3;27,73
Hombres;12 Galicia;Menores de 25 años;2024T2;26,51
Hombres;12 Galicia;Menores de 25 años;2024T1;24,46
Hombres;12 Galicia;Menores de 25 años;2023T4;24,55
Hombres;12 Galicia;Menores de 25 años;2023T3;28,07
Hombres;12 Galicia;Menores de 25 años;2023T2;23,77
Hombres;12 Galicia;Menores de 25 años;2023T1;19,72
Hombres;12 Galicia;Menores de 25 años;2022T4;18,64
Hombres;12 Galicia;Menores de 25 años;2022T3;23,55
Hombres;12 Galicia;Menores de 25 años;2022T2;21,95
Hombres;12 Galicia;Menores de 25 años;2022T1;22,66
Hombres;12 Galicia;Menores de 25 años;2021T4;20,56
Hombres;12 Galicia;Menores de 25 años;2021T3;25,88
Hombres;12 Galicia;Menores de 25 años;2021T2;18,48
Hombres;12 Galicia;Menores de 25 años;2021T1;16,71
Hombres;12 Galicia;Menores de 25 años;2020T4;18,40
Hombres;12 Galicia;Menores de 25 años;2020T3;21,65
Hombres;12 Galicia;Menores de 25 años;2020T2;17,91
Hombres;12 Galicia;Menores de 25 años;2020T1;22,83
Hombres;12 Galicia;Menores de 25 años;2019T4;23,28
Hombres;12 Galicia;Menores de 25 años;2019T3;27,35
Hombres;12 Galicia;Menores de 25 años;2019T2;23,34
Hombres;12 Galicia;Menores de 25 años;2019T1;19,26
Hombres;12 Galicia;Menores de 25 años;2018T4;21,94
Hombres;12 Galicia;Menores de 25 años;2018T3;25,01
Hombres;12 Galicia;Menores de 25 años;2018T2;21,52
Hombres;12 Galicia;Menores de 25 años;2018T1;18,88
Hombres;12 Galicia;Menores de 25 años;2017T4;19,06
Hombres;12 Galicia;Menores de 25 años;2017T3;22,71
Hombres;12 Galicia;Menores de 25 años;2017T2;21,32
Hombres;12 Galicia;Menores de 25 años;2017T1;20,21
Hombres;12 Galicia;Menores de 25 años;2016T4;20,31
Hombres;12 Galicia;Menores de 25 años;2016T3;22,24
Hombres;12 Galicia;Menores de 25 años;2016T2;19,95
Hombres;12 Galicia;Menores de 25 años;2016T1;19,32
Hombres;12 Galicia;25 y más años;2025T3;55,43
Hombres;12 Galicia;25 y más años;2025T2;54,97
Hombres;12 Galicia;25 y más años;2025T1;54,74
Hombres;12 Galicia;25 y más años;2024T4;55,33
Hombres;12 Galicia;25 y más años;2024T3;55,52
Hombres;12 Galicia;25 y más años;2024T2;55,12
Hombres;12 Galicia;25 y más años;2024T1;54,60
Hombres;12 Galicia;25 y más años;2023T4;55,22
Hombres;12 Galicia;25 y más años;2023T3;55,64
Hombres;12 Galicia;25 y más años;2023T2;55,09
Hombres;12 Galicia;25 y más años;2023T1;54,22
Hombres;12 Galicia;25 y más años;2022T4;54,01
Hombres;12 Galicia;25 y más años;2022T3;54,62
Hombres;12 Galicia;25 y más años;2022T2;54,37
Hombres;12 Galicia;25 y más años;2022T1;54,32
Hombres;12 Galicia;25 y más años;2021T4;54,59
Hombres;12 Galicia;25 y más años;2021T3;55,37
Hombres;12 Galicia;25 y más años;2021T2;53,91
Hombres;12 Galicia;25 y más años;2021T1;53,27
Hombres;12 Galicia;25 y más años;2020T4;54,36
Hombres;12 Galicia;25 y más años;2020T3;54,59
Hombres;12 Galicia;25 y más años;2020T2;52,59
Hombres;12 Galicia;25 y más años;2020T1;54,27
Hombres;12 Galicia;25 y más años;2019T4;54,47
Hombres;12 Galicia;25 y más años;2019T3;54,78
Hombres;12 Galicia;25 y más años;2019T2;54,19
Hombres;12 Galicia;25 y más años;2019T1;53,24
Hombres;12 Galicia;25 y más años;2018T4;53,75
Hombres;12 Galicia;25 y más años;2018T3;54,09
Hombres;12 Galicia;25 y más años;2018T2;52,91
Hombres;12 Galicia;25 y más años;2018T1;52,06
Hombres;12 Galicia;25 y más años;2017T4;52,33
Hombres;12 Galicia;25 y más años;2017T3;53,13
Hombres;12 Galicia;25 y más años;2017T2;51,75
Hombres;12 Galicia;25 y más años;2017T1;50,70
Hombres;12 Galicia;25 y más años;2016T4;52,12
Hombres;12 Galicia;25 y más años;2016T3;52,48
Hombres;12 Galicia;25 y más años;2016T2;51,37
Hombres;12 Galicia;25 y más años;2016T1;50,45
Hombres;13 Madrid, Comunidad de;Total;2025T3;61,88
Hombres;13 Madrid, Comunidad de;Total;2025T2;62,77
Hombres;13 Madrid, Comunidad de;Total;2025T1;61,45
Hombres;13 Madrid, Comunidad de;Total;2024T4;62,40
Hombres;13 Madrid, Comunidad de;Total;2024T3;61,70
Hombres;13 Madrid, Comunidad de;Total;2024T2;62,09
Hombres;13 Madrid, Comunidad de;Total;2024T1;61,54
Hombres;13 Madrid, Comunidad de;Total;2023T4;61,58
Hombres;13 Madrid, Comunidad de;Total;2023T3;62,25
Hombres;13 Madrid, Comunidad de;Total;2023T2;62,91
Hombres;13 Madrid, Comunidad de;Total;2023T1;60,56
Hombres;13 Madrid, Comunidad de;Total;2022T4;61,29
Hombres;13 Madrid, Comunidad de;Total;2022T3;61,85
Hombres;13 Madrid, Comunidad de;Total;2022T2;62,28
Hombres;13 Madrid, Comunidad de;Total;2022T1;61,64
Hombres;13 Madrid, Comunidad de;Total;2021T4;61,73
Hombres;13 Madrid, Comunidad de;Total;2021T3;60,00
Hombres;13 Madrid, Comunidad de;Total;2021T2;59,86
Hombres;13 Madrid, Comunidad de;Total;2021T1;60,42
Hombres;13 Madrid, Comunidad de;Total;2020T4;59,04
Hombres;13 Madrid, Comunidad de;Total;2020T3;58,55
Hombres;13 Madrid, Comunidad de;Total;2020T2;57,24
Hombres;13 Madrid, Comunidad de;Total;2020T1;60,74
Hombres;13 Madrid, Comunidad de;Total;2019T4;61,65
Hombres;13 Madrid, Comunidad de;Total;2019T3;61,35
Hombres;13 Madrid, Comunidad de;Total;2019T2;61,14
Hombres;13 Madrid, Comunidad de;Total;2019T1;60,47
Hombres;13 Madrid, Comunidad de;Total;2018T4;60,73
Hombres;13 Madrid, Comunidad de;Total;2018T3;60,64
Hombres;13 Madrid, Comunidad de;Total;2018T2;60,62
Hombres;13 Madrid, Comunidad de;Total;2018T1;59,86
Hombres;13 Madrid, Comunidad de;Total;2017T4;59,37
Hombres;13 Madrid, Comunidad de;Total;2017T3;60,43
Hombres;13 Madrid, Comunidad de;Total;2017T2;59,35
Hombres;13 Madrid, Comunidad de;Total;2017T1;58,84
Hombres;13 Madrid, Comunidad de;Total;2016T4;58,78
Hombres;13 Madrid, Comunidad de;Total;2016T3;58,84
Hombres;13 Madrid, Comunidad de;Total;2016T2;58,37
Hombres;13 Madrid, Comunidad de;Total;2016T1;58,47
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2025T3;27,94
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2025T2;33,76
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2025T1;30,15
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2024T4;31,65
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2024T3;28,68
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2024T2;29,87
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2024T1;31,18
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2023T4;27,17
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2023T3;28,44
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2023T2;26,22
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2023T1;26,24
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2022T4;26,03
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2022T3;26,61
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2022T2;29,22
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2022T1;27,96
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2021T4;28,97
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2021T3;26,34
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2021T2;21,60
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2021T1;24,76
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2020T4;22,33
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2020T3;22,68
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2020T2;20,24
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2020T1;26,79
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2019T4;27,87
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2019T3;25,86
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2019T2;25,05
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2019T1;23,00
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2018T4;25,13
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2018T3;24,63
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2018T2;28,28
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2018T1;28,33
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2017T4;24,86
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2017T3;24,73
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2017T2;22,84
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2017T1;20,67
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2016T4;21,28
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2016T3;21,33
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2016T2;21,87
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2016T1;23,32
Hombres;13 Madrid, Comunidad de;25 y más años;2025T3;66,85
Hombres;13 Madrid, Comunidad de;25 y más años;2025T2;67,12
Hombres;13 Madrid, Comunidad de;25 y más años;2025T1;66,06
Hombres;13 Madrid, Comunidad de;25 y más años;2024T4;66,84
Hombres;13 Madrid, Comunidad de;25 y más años;2024T3;66,49
Hombres;13 Madrid, Comunidad de;25 y más años;2024T2;66,82
Hombres;13 Madrid, Comunidad de;25 y más años;2024T1;65,91
Hombres;13 Madrid, Comunidad de;25 y más años;2023T4;66,46
Hombres;13 Madrid, Comunidad de;25 y más años;2023T3;67,07
Hombres;13 Madrid, Comunidad de;25 y más años;2023T2;68,07
Hombres;13 Madrid, Comunidad de;25 y más años;2023T1;65,40
Hombres;13 Madrid, Comunidad de;25 y más años;2022T4;66,26
Hombres;13 Madrid, Comunidad de;25 y más años;2022T3;66,69
Hombres;13 Madrid, Comunidad de;25 y más años;2022T2;66,79
Hombres;13 Madrid, Comunidad de;25 y más años;2022T1;66,19
Hombres;13 Madrid, Comunidad de;25 y más años;2021T4;66,10
Hombres;13 Madrid, Comunidad de;25 y más años;2021T3;64,43
Hombres;13 Madrid, Comunidad de;25 y más años;2021T2;64,94
Hombres;13 Madrid, Comunidad de;25 y más años;2021T1;65,15
Hombres;13 Madrid, Comunidad de;25 y más años;2020T4;63,97
Hombres;13 Madrid, Comunidad de;25 y más años;2020T3;63,34
Hombres;13 Madrid, Comunidad de;25 y más años;2020T2;62,16
Hombres;13 Madrid, Comunidad de;25 y más años;2020T1;65,23
Hombres;13 Madrid, Comunidad de;25 y más años;2019T4;66,08
Hombres;13 Madrid, Comunidad de;25 y más años;2019T3;65,96
Hombres;13 Madrid, Comunidad de;25 y más años;2019T2;65,80
Hombres;13 Madrid, Comunidad de;25 y más años;2019T1;65,29
Hombres;13 Madrid, Comunidad de;25 y más años;2018T4;65,27
Hombres;13 Madrid, Comunidad de;25 y más años;2018T3;65,21
Hombres;13 Madrid, Comunidad de;25 y más años;2018T2;64,70
Hombres;13 Madrid, Comunidad de;25 y más años;2018T1;63,81
Hombres;13 Madrid, Comunidad de;25 y más años;2017T4;63,66
Hombres;13 Madrid, Comunidad de;25 y más años;2017T3;64,85
Hombres;13 Madrid, Comunidad de;25 y más años;2017T2;63,85
Hombres;13 Madrid, Comunidad de;25 y más años;2017T1;63,54
Hombres;13 Madrid, Comunidad de;25 y más años;2016T4;63,38
Hombres;13 Madrid, Comunidad de;25 y más años;2016T3;63,43
Hombres;13 Madrid, Comunidad de;25 y más años;2016T2;62,83
Hombres;13 Madrid, Comunidad de;25 y más años;2016T1;62,76
Hombres;14 Murcia, Región de;Total;2025T3;59,34
Hombres;14 Murcia, Región de;Total;2025T2;60,39
Hombres;14 Murcia, Región de;Total;2025T1;58,14
Hombres;14 Murcia, Región de;Total;2024T4;57,37
Hombres;14 Murcia, Región de;Total;2024T3;58,47
Hombres;14 Murcia, Región de;Total;2024T2;58,85
Hombres;14 Murcia, Región de;Total;2024T1;58,07
Hombres;14 Murcia, Región de;Total;2023T4;59,60
Hombres;14 Murcia, Región de;Total;2023T3;59,07
Hombres;14 Murcia, Región de;Total;2023T2;58,51
Hombres;14 Murcia, Región de;Total;2023T1;58,42
Hombres;14 Murcia, Región de;Total;2022T4;59,24
Hombres;14 Murcia, Región de;Total;2022T3;56,78
Hombres;14 Murcia, Región de;Total;2022T2;58,56
Hombres;14 Murcia, Región de;Total;2022T1;58,60
Hombres;14 Murcia, Región de;Total;2021T4;60,25
Hombres;14 Murcia, Región de;Total;2021T3;59,34
Hombres;14 Murcia, Región de;Total;2021T2;60,56
Hombres;14 Murcia, Región de;Total;2021T1;58,16
Hombres;14 Murcia, Región de;Total;2020T4;57,83
Hombres;14 Murcia, Región de;Total;2020T3;58,30
Hombres;14 Murcia, Región de;Total;2020T2;56,43
Hombres;14 Murcia, Región de;Total;2020T1;56,88
Hombres;14 Murcia, Región de;Total;2019T4;58,05
Hombres;14 Murcia, Región de;Total;2019T3;58,17
Hombres;14 Murcia, Región de;Total;2019T2;59,33
Hombres;14 Murcia, Región de;Total;2019T1;58,53
Hombres;14 Murcia, Región de;Total;2018T4;58,39
Hombres;14 Murcia, Región de;Total;2018T3;57,42
Hombres;14 Murcia, Región de;Total;2018T2;58,32
Hombres;14 Murcia, Región de;Total;2018T1;56,24
Hombres;14 Murcia, Región de;Total;2017T4;56,66
Hombres;14 Murcia, Región de;Total;2017T3;56,15
Hombres;14 Murcia, Región de;Total;2017T2;57,03
Hombres;14 Murcia, Región de;Total;2017T1;56,45
Hombres;14 Murcia, Región de;Total;2016T4;56,01
Hombres;14 Murcia, Región de;Total;2016T3;55,51
Hombres;14 Murcia, Región de;Total;2016T2;56,81
Hombres;14 Murcia, Región de;Total;2016T1;54,31
Hombres;14 Murcia, Región de;Menores de 25 años;2025T3;32,72
Hombres;14 Murcia, Región de;Menores de 25 años;2025T2;37,59
Hombres;14 Murcia, Región de;Menores de 25 años;2025T1;29,30
Hombres;14 Murcia, Región de;Menores de 25 años;2024T4;31,15
Hombres;14 Murcia, Región de;Menores de 25 años;2024T3;40,59
Hombres;14 Murcia, Región de;Menores de 25 años;2024T2;33,11
Hombres;14 Murcia, Región de;Menores de 25 años;2024T1;29,93
Hombres;14 Murcia, Región de;Menores de 25 años;2023T4;29,70
Hombres;14 Murcia, Región de;Menores de 25 años;2023T3;32,41
Hombres;14 Murcia, Región de;Menores de 25 años;2023T2;30,83
Hombres;14 Murcia, Región de;Menores de 25 años;2023T1;27,79
Hombres;14 Murcia, Región de;Menores de 25 años;2022T4;27,25
Hombres;14 Murcia, Región de;Menores de 25 años;2022T3;28,51
Hombres;14 Murcia, Región de;Menores de 25 años;2022T2;27,40
Hombres;14 Murcia, Región de;Menores de 25 años;2022T1;26,66
Hombres;14 Murcia, Región de;Menores de 25 años;2021T4;28,23
Hombres;14 Murcia, Región de;Menores de 25 años;2021T3;32,98
Hombres;14 Murcia, Región de;Menores de 25 años;2021T2;25,99
Hombres;14 Murcia, Región de;Menores de 25 años;2021T1;27,07
Hombres;14 Murcia, Región de;Menores de 25 años;2020T4;27,03
Hombres;14 Murcia, Región de;Menores de 25 años;2020T3;32,82
Hombres;14 Murcia, Región de;Menores de 25 años;2020T2;25,34
Hombres;14 Murcia, Región de;Menores de 25 años;2020T1;25,92
Hombres;14 Murcia, Región de;Menores de 25 años;2019T4;29,08
Hombres;14 Murcia, Región de;Menores de 25 años;2019T3;31,73
Hombres;14 Murcia, Región de;Menores de 25 años;2019T2;34,10
Hombres;14 Murcia, Región de;Menores de 25 años;2019T1;29,96
Hombres;14 Murcia, Región de;Menores de 25 años;2018T4;26,82
Hombres;14 Murcia, Región de;Menores de 25 años;2018T3;26,44
Hombres;14 Murcia, Región de;Menores de 25 años;2018T2;25,99
Hombres;14 Murcia, Región de;Menores de 25 años;2018T1;23,16
Hombres;14 Murcia, Región de;Menores de 25 años;2017T4;23,77
Hombres;14 Murcia, Región de;Menores de 25 años;2017T3;25,47
Hombres;14 Murcia, Región de;Menores de 25 años;2017T2;22,96
Hombres;14 Murcia, Región de;Menores de 25 años;2017T1;20,37
Hombres;14 Murcia, Región de;Menores de 25 años;2016T4;23,10
Hombres;14 Murcia, Región de;Menores de 25 años;2016T3;26,32
Hombres;14 Murcia, Región de;Menores de 25 años;2016T2;25,13
Hombres;14 Murcia, Región de;Menores de 25 años;2016T1;25,04
Hombres;14 Murcia, Región de;25 y más años;2025T3;63,62
Hombres;14 Murcia, Región de;25 y más años;2025T2;63,94
